VISIT_AREA_TYPE_CD,TRAVEL_STYL_3,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
2,2,나홀로 여행,3,바니 베어뮤지엄,5
11,4,자녀 동반 여행,11,수변 최고 돼지국밥 미포점,5
6,4,자녀 동반 여행,11,롯데월드 어드벤처 부산,4
11,4,자녀 동반 여행,11,우동집,3
4,4,자녀 동반 여행,11,기장시장,3
24,4,자녀 동반 여행,11,파라다이스호텔 부산,5
9,4,자녀 동반 여행,11,기장시장 공영주차장,5
8,4,자녀 동반 여행,11,해운대해수욕장,1
24,4,자녀 동반 여행,11,파라다이스호텔 부산,5
24,4,자녀 동반 여행,11,파라다이스호텔 부산,5
8,4,자녀 동반 여행,11,해운대해수욕장,3
11,4,자녀 동반 여행,11,온 더 플레이트,5
8,4,자녀 동반 여행,11,해운대해수욕장,5
10,4,자녀 동반 여행,11,세븐일레븐 부산 팔레드시즈 점,3
24,4,자녀 동반 여행,11,파라다이스호텔 부산,5
11,4,자녀 동반 여행,11,거대 갈비,5
2,4,자녀 동반 여행,11,부산과학체험관,5
7,4,자녀 동반 여행,11,아난티 힐튼 부산,3
11,2,자녀 동반 여행,10,동해 막국수,5
24,2,자녀 동반 여행,10,더 앤리조트,5
1,2,자녀 동반 여행,10,기사문해수욕장,3
4,2,자녀 동반 여행,10,양양전통시장,5
10,4,나홀로 여행,3,탑 마트 경주 동부점,5
2,4,나홀로 여행,3,경주읍성,3
11,4,나홀로 여행,3,허우짜 허 셰프의 웃기는 짜장,5
2,4,나홀로 여행,3,경주 제일 교회,4
2,4,나홀로 여행,3,금관총,5
4,4,나홀로 여행,3,황련단길,5
2,4,나홀로 여행,3,국립경주박물관,5
11,4,나홀로 여행,3,총각 짬뽕,5
1,4,나홀로 여행,3,오류고아라 해변,5
1,4,나홀로 여행,3,경주 보문관광단지,5
2,4,나홀로 여행,3,표충사,2
1,4,나홀로 여행,3,송대말 등 대,5
11,4,나홀로 여행,3,해운 대회 식당,5
1,4,나홀로 여행,3,칠포해수욕장,5
4,4,나홀로 여행,3,포토피아,5
1,4,나홀로 여행,3,이가리 닻 전망대,5
11,3,3인 이상 여행(가족 외),5,홍천인 조화로 구이,4
4,3,3인 이상 여행(가족 외),5,주문진항,4
24,3,3인 이상 여행(가족 외),5,컨피네스 오션 스위트,5
4,3,3인 이상 여행(가족 외),5,곳,4
4,3,3인 이상 여행(가족 외),5,원주 자유시장,5
8,1,부모 동반 여행,21,해운대 모래축제,4
11,1,부모 동반 여행,21,그랜드 조선부산 아리아,5
24,1,부모 동반 여행,21,그랜드 엘시티 레지던스,4
10,1,부모 동반 여행,21,막내딸 집 건어물 연지점,3
22,1,부모 동반 여행,21,세동 한신아파트,5
11,1,부모 동반 여행,21,차오란,3
7,1,부모 동반 여행,21,동백섬,5
22,1,부모 동반 여행,21,트럼프월드센텀 2오피스텔,4
11,1,부모 동반 여행,21,해운대 원조할미 국밥,4
24,1,부모 동반 여행,21,그랜드 엘시티 레지던스,4
4,1,부모 동반 여행,21,더베이,4
13,1,부모 동반 여행,21,해운대 블루라인파크 미포 정거장,5
11,1,부모 동반 여행,21,라이프 커피 앤 티,2
11,1,부모 동반 여행,21,양산 국밥,3
5,4,자녀 동반 여행,3,통영 해상택시,5
11,4,자녀 동반 여행,3,도남 식당,4
10,4,자녀 동반 여행,3,오미자 꿀빵 본점,5
24,4,자녀 동반 여행,3,포르투나 호텔,4
4,4,자녀 동반 여행,3,통영중앙전통시장,3
24,4,자녀 동반 여행,3,포르투나 호텔,4
1,4,자녀 동반 여행,3,통영 케이블카,4
11,4,자녀 동반 여행,3,뚱보 할미 김밥 집,4
4,4,자녀 동반 여행,9,초량 차이나타운,5
8,4,자녀 동반 여행,9,해운대해수욕장,5
4,4,자녀 동반 여행,9,더 브리지,5
24,4,자녀 동반 여행,9,토요코인 호텔 부산 해운대 2호점,5
11,4,자녀 동반 여행,9,수비가 든,5
22,4,자녀 동반 여행,9,해운대 자이 2차 아파트,5
24,4,자녀 동반 여행,9,토요코인 호텔 부산 해운대 2호점,5
5,4,자녀 동반 여행,9,서프 짐,5
13,4,자녀 동반 여행,9,송정해수욕장,4
11,4,자녀 동반 여행,9,송정 집 1호점,3
24,4,자녀 동반 여행,9,토요코인 호텔 부산 해운대 2호점,5
8,4,자녀 동반 여행,9,해운대해수욕장,5
11,4,자녀 동반 여행,9,임용 백돼지국밥 해운대점,5
24,4,자녀 동반 여행,9,토요코인 호텔 부산 해운대 2호점,5
3,4,자녀 동반 여행,9,씨라 이르 부산아쿠아리움,5
11,4,자녀 동반 여행,9,딤 타오,5
11,2,2인 가족 여행,3,황남 비빔밥,5
11,2,2인 가족 여행,3,황남 옥수수 황리 단 결점,3
2,2,2인 가족 여행,3,대릉원,4
2,2,2인 가족 여행,3,첨성대,4
11,2,2인 가족 여행,3,국보 31호,3
11,2,2인 가족 여행,3,두 낫디 스타브 베이커스 경주,1
24,2,2인 가족 여행,3,호텔 시리즈,5
11,2,2인 가족 여행,3,한 돈 단불 뒷고기,5
4,2,2인 가족 여행,3,황남쫀드기,4
2,2,2인 가족 여행,3,동궁과 월지,4
11,2,2인 가족 여행,3,손가맥집,4
24,2,2인 가족 여행,3,호텔 시리즈,5
11,2,2인 가족 여행,3,전통 맷돌순두부,3
11,2,2인 가족 여행,3,컴포즈커피 경주 황오점,4
10,2,2인 가족 여행,3,경주시 공간,4
2,2,2인 가족 여행,3,분황사,4
10,2,2인 가족 여행,3,황남 샌드,4
11,2,2인 가족 여행,3,교리 김밥 봉황대점,2
12,2,2인 가족 여행,3,단서가 찰보리빵 경주 본점,4
11,2,2인 가족 여행,3,토종 찰보리빵 본점,4
11,2,2인 여행(가족 외),9,경주 꽃게장,5
11,2,2인 여행(가족 외),9,진가에 대구 갈비,5
2,2,2인 여행(가족 외),9,대릉원,4
11,2,2인 여행(가족 외),9,카페는,3
10,2,2인 여행(가족 외),9,홈플러스 울산 북구점,4
8,2,2인 여행(가족 외),9,일산해수욕장,5
11,2,2인 여행(가족 외),9,일간지 미시공 조개구이 해산물,3
11,2,2인 여행(가족 외),9,컨테이너 비어,4
11,2,2인 여행(가족 외),9,홍익 돈가스 울산 동구 일산점,4
6,2,2인 여행(가족 외),9,울산대교 전망대,5
1,2,2인 여행(가족 외),9,슬도,5
3,2,2인 여행(가족 외),9,CGV 울산 동구,4
11,2,2인 여행(가족 외),9,JJ 수산,5
11,2,2인 여행(가족 외),9,씨앤 포레,4
1,2,2인 여행(가족 외),9,일산해수욕장,5
11,2,2인 여행(가족 외),9,동남 횟집,4
11,2,2인 여행(가족 외),9,카몬 시 카페,5
24,2,자녀 동반 여행,6,별 아래 펜션,5
4,2,자녀 동반 여행,6,홈플러스 부산 반여점,4
1,2,자녀 동반 여행,6,안산공원,5
3,2,자녀 동반 여행,6,김천녹색미래 과학관,3
11,2,3대 동반 여행(친척 포함),4,만선 감자옹심이,5
4,2,3대 동반 여행(친척 포함),4,강릉항 회 센터,4
7,2,3대 동반 여행(친척 포함),4,안목 해변,3
11,2,3대 동반 여행(친척 포함),4,로지 커피,4
22,2,3대 동반 여행(친척 포함),4,강릉 유천 유승한 내 들 더 퍼스트 아파트,2
11,2,3대 동반 여행(친척 포함),4,가장 맛있는 족발 강릉 홍제점,5
22,2,3대 동반 여행(친척 포함),4,강릉 유천 유승한 내 들 더 퍼스트 아파트,3
11,2,3대 동반 여행(친척 포함),4,곳,3
13,2,3대 동반 여행(친척 포함),4,강릉 아기동물농장,5
11,2,3대 동반 여행(친척 포함),4,고 선생 화덕 생선구이,5
12,2,3대 동반 여행(친척 포함),4,세인트존스 호텔,4
22,2,3대 동반 여행(친척 포함),4,강릉 유천 유승한 내 들 더 퍼스트 아파트,2
4,2,3대 동반 여행(친척 포함),4,강릉 월화 거리,4
4,2,3대 동반 여행(친척 포함),4,강릉 중앙시장,4
22,2,3대 동반 여행(친척 포함),4,강릉 유천 유승한 내 들 더 퍼스트 아파트,1
4,2,3대 동반 여행(친척 포함),4,시흥 프리미엄 아울렛,5
24,7,3인 이상 여행(가족 외),8,연곡해변 솔향기 캠핑장,5
11,7,3인 이상 여행(가족 외),8,연곡 꾹저구탕,5
10,7,3인 이상 여행(가족 외),8,북 강릉농협 하나로마트 연곡점,5
24,7,3인 이상 여행(가족 외),8,연곡해변 솔향기 캠핑장,5
2,7,3인 이상 여행(가족 외),8,경포대,5
1,7,3인 이상 여행(가족 외),8,경포호,5
4,7,3인 이상 여행(가족 외),8,순두부 젤라또 1호점,5
1,7,3인 이상 여행(가족 외),8,경포해수욕장,5
11,7,3인 이상 여행(가족 외),8,조은 횟집,5
10,7,3인 이상 여행(가족 외),8,이천 상회,5
11,7,3인 이상 여행(가족 외),8,본가 동해 막국수,5
11,7,3인 이상 여행(가족 외),8,곳,5
10,7,3인 이상 여행(가족 외),8,북 강릉농협 하나로마트 연곡점,5
24,7,3인 이상 여행(가족 외),8,연곡해변 솔향기 캠핑장,5
4,7,3인 이상 여행(가족 외),8,순두부 젤라또 1호점,5
4,7,3인 이상 여행(가족 외),8,강릉 동화 가든 본점,5
11,7,3인 이상 여행(가족 외),8,스타벅스 강릉강문해변점,5
1,7,3인 이상 여행(가족 외),8,강문해변,5
9,3,자녀 동반 여행,2,평창 주유소 강릉방향,4
4,3,자녀 동반 여행,2,강릉 중앙시장,4
24,3,자녀 동반 여행,2,컨 피네스 오션 스위트,3
11,3,자녀 동반 여행,2,디스코 버거,3
1,3,자녀 동반 여행,2,사천해변,4
6,3,자녀 동반 여행,2,옥계 쌍둥이 동물원,4
11,3,자녀 동반 여행,2,수줍은 과자점,4
11,3,자녀 동반 여행,2,감자적 본부,4
11,2,자녀 동반 여행,8,박순례손말이고기 산정 집 원주 본점,5
11,2,자녀 동반 여행,8,베이커리 궁,5
6,5,나홀로 여행,3,합천영상테마파크,4
11,5,나홀로 여행,3,로 풀,4
24,5,나홀로 여행,3,합천 HC 호텔,4
11,5,나홀로 여행,3,청학동 식당,3
2,5,나홀로 여행,3,관기교회,4
2,5,나홀로 여행,3,해인사,5
1,2,나홀로 여행,25,매미성,4
24,2,나홀로 여행,25,비치 블루 애견 펜션,5
11,2,3인 이상 여행(가족 외),3,길 세이로무시 남천점,5
24,2,3인 이상 여행(가족 외),3,캠코 생활관,5
2,2,3인 이상 여행(가족 외),3,해동용궁사,5
11,2,3인 이상 여행(가족 외),3,용궁 해물 야채 쟁반짜장,4
4,2,3인 이상 여행(가족 외),3,롯데몰 메종 동부산,5
6,2,3인 이상 여행(가족 외),3,롯데월드 어드벤처 부산,5
24,2,3인 이상 여행(가족 외),3,캠코 생활관,5
5,2,3인 이상 여행(가족 외),3,해운대 블루라인파크 청사포 정거장,4
11,2,3인 이상 여행(가족 외),3,백년 식당,5
13,2,3인 이상 여행(가족 외),3,고래가 어묵 해운대점,4
11,2,나홀로 여행,23,정화 식당,4
3,2,나홀로 여행,23,경포 아쿠아리움,4
2,2,나홀로 여행,23,허균 허난설헌 기념관,5
24,2,나홀로 여행,23,스카이베이 호텔 경포,5
11,2,나홀로 여행,23,구옥,5
24,2,나홀로 여행,23,스카이베이 호텔 경포,5
7,2,나홀로 여행,23,강문해변,5
11,2,나홀로 여행,23,얼라이브 홈,5
11,2,나홀로 여행,23,드봉 마젤,4
10,2,나홀로 여행,23,도어즈,5
11,2,2인 가족 여행,6,장호 닭갈비 명가,5
1,2,2인 가족 여행,6,소양강댐 정상 주차장,4
24,4,자녀 동반 여행,3,경주 사리 풀빌라,4
24,4,자녀 동반 여행,3,경주 사리 풀빌라,4
11,4,자녀 동반 여행,3,황금 덕장 경주 불국사점,4
2,4,자녀 동반 여행,3,대릉원,4
11,4,자녀 동반 여행,3,바보 낙지,4
11,4,자녀 동반 여행,3,스타벅스 경주 대릉원점,4
2,4,자녀 동반 여행,3,국립경주박물관 어린이 박물관,4
10,4,자녀 동반 여행,3,이상복 명과 본점,4
11,3,나홀로 여행,4,칸다 쇼바 대구 동성로점,5
6,3,나홀로 여행,4,스파크 랜드,5
4,3,나홀로 여행,4,말랑캣,5
7,3,나홀로 여행,4,경북대학교 대구캠퍼스,4
11,3,나홀로 여행,4,바르미 스시 뷔페 두산점,4
1,3,나홀로 여행,4,수성못,5
11,3,나홀로 여행,4,커피스미스,4
11,3,나홀로 여행,4,천지삐까리,5
4,3,나홀로 여행,4,서문시장,5
3,3,나홀로 여행,4,롯데시네마 동성로,5
4,3,나홀로 여행,4,서문시장,5
24,3,3인 이상 여행(가족 외),6,설악산 국립공원 설악동 야영장,5
4,3,3인 이상 여행(가족 외),6,속초관광수산시장,4
1,3,3인 이상 여행(가족 외),6,아야진 해수욕장,4
24,3,3인 이상 여행(가족 외),6,설악산 국립공원 설악동 야영장,5
11,3,3인 이상 여행(가족 외),6,청우 숯불갈비,5
11,3,3인 이상 여행(가족 외),6,강민주의 들밥 오크밸리 월송점,5
2,3,3인 이상 여행(가족 외),6,뮤지엄 산,4
2,3,자녀 동반 여행,3,통영시립 박물관,5
4,3,자녀 동반 여행,3,서호 시장,5
7,3,자녀 동반 여행,3,서프랑,4
2,3,자녀 동반 여행,3,충렬사,5
2,3,자녀 동반 여행,3,통영 삼도수군통제영,5
13,3,자녀 동반 여행,3,통영 해상택시,5
4,3,자녀 동반 여행,3,통영중앙전통시장,3
7,3,자녀 동반 여행,3,동피랑 벽화마을,3
24,3,자녀 동반 여행,3,통영 거북선 호텔,5
13,3,자녀 동반 여행,3,통영 케이블카,2
2,3,자녀 동반 여행,3,조선 군선,2
22,3,자녀 동반 여행,3,진아리채파크원아파트,2
1,3,자녀 동반 여행,3,순천만 국가 정원,5
22,3,자녀 동반 여행,3,진아리채파크원아파트,3
9,3,자녀 동반 여행,3,태광 에너지 신도시 주유소,5
24,3,2인 여행(가족 외),4,하운드 가든 테라스 호텔,5
4,3,2인 여행(가족 외),4,자갈치시장,4
11,3,2인 여행(가족 외),4,네루다 커피,5
1,3,2인 여행(가족 외),4,해운대해수욕장,4
11,3,2인 여행(가족 외),4,회 무침에 낮술 한 잔,5
4,3,2인 여행(가족 외),4,동백반,5
21,3,2인 여행(가족 외),4,톱클래스 아파트,4
11,3,2인 여행(가족 외),4,오복 돼지국밥,4
4,3,2인 여행(가족 외),4,딥 플로어 커피,5
11,3,2인 여행(가족 외),4,타이 백스트리트 해운대점,5
10,4,2인 여행(가족 외),1,서호천 농협 하나로마트 두미 지점,5
11,4,2인 여행(가족 외),1,팔봉산 메밀촌 막국수,5
24,4,2인 여행(가족 외),1,유토피아,5
11,4,2인 여행(가족 외),1,로즈,5
13,4,자녀 동반 여행,5,횡성 루지 체험장,4
4,4,자녀 동반 여행,5,횡성 전통시장,4
11,4,자녀 동반 여행,5,횡성 잔치국수,4
7,4,자녀 동반 여행,5,횡성호수길,4
1,1,2인 여행(가족 외),5,흰 여울 문화마을,5
11,1,2인 여행(가족 외),5,영도해녀촌,3
24,1,2인 여행(가족 외),5,광안 지웰에스테이트 오피스텔,5
8,1,2인 여행(가족 외),5,광안리해수욕장,5
11,1,2인 여행(가족 외),5,만다고 어묵,5
24,1,2인 여행(가족 외),5,광안 지웰에스테이트 오피스텔,5
11,1,2인 여행(가족 외),5,오복 돼지국밥,4
8,1,2인 여행(가족 외),5,해운대해수욕장,5
13,1,2인 여행(가족 외),5,해운대 블루라인파크 미포 정거장,2
24,1,2인 여행(가족 외),5,파라다이스호텔 부산,5
11,1,2인 여행(가족 외),5,버거 인뉴욕,5
5,1,2인 여행(가족 외),5,수영만 요트경기장,5
11,1,2인 여행(가족 외),5,해운대 포장마차촌,3
24,1,2인 여행(가족 외),5,파라다이스호텔 부산,5
11,1,2인 여행(가족 외),5,해운대 암소 갈빗집,5
1,1,자녀 동반 여행,10,주산 저수지,4
11,1,자녀 동반 여행,10,텃밭 지기,4
11,1,자녀 동반 여행,10,킴스 마운틴 커피 클래스,5
24,1,자녀 동반 여행,10,소노벨 청송,5
12,1,자녀 동반 여행,10,소노벨 청송 솔샘 온천,4
11,1,자녀 동반 여행,10,소노벨 청송 빠띠오,5
24,1,자녀 동반 여행,10,소노벨 청송,5
11,1,자녀 동반 여행,10,심 부장 밥상,4
2,1,자녀 동반 여행,10,송소고택,4
11,1,자녀 동반 여행,10,백일홍,4
7,1,자녀 동반 여행,10,산소 카페 청송 정원,3
9,3,2인 여행(가족 외),22,현풍 시외버스정류장,4
11,3,2인 여행(가족 외),22,가락국수 토오루,5
13,3,2인 여행(가족 외),22,해운대 블루라인파크 미포 정거장,4
24,3,2인 여행(가족 외),22,베이 몬드 호텔,5
1,3,2인 여행(가족 외),22,해운대 모래축제,5
11,3,2인 여행(가족 외),22,스타벅스 센텀 KNN 점,5
3,3,2인 여행(가족 외),22,착시미술관,5
11,3,2인 여행(가족 외),22,솔 솥 서면점,5
9,3,2인 여행(가족 외),22,서면 지하상가,5
11,3,2인 여행(가족 외),22,합천 일류 돼지국밥 사상점,3
12,2,나홀로 여행,4,이샘 병원,3
4,2,나홀로 여행,4,볼스,3
2,2,나홀로 여행,4,영도대교,3
4,2,나홀로 여행,4,부산시수협자갈치건어위판장,3
24,2,나홀로 여행,4,KTG 상상마당 부산,3
4,2,나홀로 여행,4,서면 횟집,3
11,2,나홀로 여행,4,KT&G 상상마당 부산 사푼사푼,3
24,2,나홀로 여행,4,KTG 상상마당 부산,3
4,2,나홀로 여행,4,전포 카페거리,3
2,2,나홀로 여행,4,송상현 광장,3
2,2,나홀로 여행,4,원각사,3
11,2,자녀 동반 여행,3,막창 도둑 앞산점,5
22,2,자녀 동반 여행,3,래미안웰리스트 2단지 경비실,2
13,2,자녀 동반 여행,3,원효대사 깨달음 체험관,5
7,2,자녀 동반 여행,3,중동교,5
22,2,자녀 동반 여행,3,래미안웰리스트 2단지 경비실,3
7,2,자녀 동반 여행,3,중동교,5
24,1,2인 여행(가족 외),10,어보브 블루 풀빌라,5
11,1,2인 여행(가족 외),10,신선도 횟집,4
13,1,2인 여행(가족 외),10,이가리 닻 전망대,5
24,1,2인 여행(가족 외),10,어보브 블루 풀빌라,5
1,1,2인 여행(가족 외),10,영일대해수욕장,4
11,1,2인 여행(가족 외),10,하목정,4
9,1,2인 여행(가족 외),10,포항 시청 고속버스 간이승강장,5
1,5,나홀로 여행,21,대청도시 숲,1
11,5,나홀로 여행,21,스타벅스 김해율하점,4
7,5,나홀로 여행,21,유적공원,5
11,2,3인 이상 여행(가족 외),1,굽네치킨 풍기점,5
10,2,3인 이상 여행(가족 외),1,풍기농협 하나로마트,4
24,2,3인 이상 여행(가족 외),1,소백산 자락길 방문자 센터,5
2,2,3인 이상 여행(가족 외),1,부석사,5
3,2,3인 이상 여행(가족 외),1,코어 세계 과학관,5
11,2,3인 이상 여행(가족 외),1,애플비 커피,5
2,2,3인 이상 여행(가족 외),1,소수서원,5
2,2,3인 이상 여행(가족 외),1,선비촌,5
11,2,3인 이상 여행(가족 외),1,영주한우마을,4
24,2,3인 이상 여행(가족 외),1,소백산 자락길 방문자 센터,5
11,2,3인 이상 여행(가족 외),1,정도 나츠 본점,5
3,2,3인 이상 여행(가족 외),1,천지인 전통사상 체험관,5
13,2,3인 이상 여행(가족 외),1,웹툰 방탈출 테마파크,5
1,2,3인 이상 여행(가족 외),1,무섬마을,5
11,2,3인 이상 여행(가족 외),1,나드리,5
8,2,3인 이상 여행(가족 외),1,영주 소백산철쭉제,4
3,2,3인 이상 여행(가족 외),1,인삼 박물관,5
24,2,3인 이상 여행(가족 외),1,풍기 관광호텔,5
13,2,3인 이상 여행(가족 외),1,발효 체험학교 띄움,5
10,2,3인 이상 여행(가족 외),1,태극당,5
11,2,3인 이상 여행(가족 외),1,롯데리아 영주점,5
